20602.816406,29534.384766
18541.271484,28904.623047
15880.780273,28454.978516
17586.771484,27694.273438
17034.292969,27658.775391
16799.185547,27621.755859
16353.365234,27000.789063
16618.199219,26804.990234
16884.613281,26784.078125
16669.439453,26930.638672
16687.517578,27192.693359
16697.777344,27036.650391
16711.546875,27398.802734
16291.832031,26832.208984
15787.284180,26890.128906
16189.769531,27129.585938
16610.707031,26753.826172
16604.464844,26851.277344
16521.841797,27225.726563
16464.281250,26334.818359
16444.626953,26476.207031
16217.322266,26719.291016
16444.982422,26868.353516
17168.566406,28085.646484
16967.132813,27745.884766
17088.660156,27702.349609
16908.236328,27219.658203
17130.486328,26819.972656
16974.826172,27249.589844
17089.503906,27075.128906
16848.126953,27119.066406
17233.474609,25760.097656
17133.152344,27238.783203
17128.724609,26345.998047
17104.193359,26508.216797
17206.437500,26480.375000
17781.318359,25851.240234
17815.650391,25940.167969
17364.865234,25902.500000
16647.484375,25918.728516
16795.091797,25124.675781
16757.976563,25576.394531
16439.679688,26327.462891
16906.304688,26510.675781
16817.535156,26336.212891
16830.341797,26851.029297
16796.953125,28327.488281
16847.755859,30027.296875
16841.986328,29912.281250
16919.804688,30695.468750
16717.173828,30548.695313
16552.572266,30480.261719
16642.341797,30271.130859
16602.585938,30688.164063
16547.496094,30086.246094
16625.080078,30445.351563
16688.470703,30477.251953
16679.857422,30590.078125
16863.238281,30620.769531
16836.736328,31156.439453
16951.968750,30777.582031
16955.078125,30514.166016
17091.144531,29909.337891
17196.554688,30342.265625
17446.292969,30292.541016
17934.896484,30171.234375
18869.587891,30414.470703
19909.574219,30620.951172
20976.298828,30391.646484
20880.798828,31476.048828
21169.632813,30334.068359
21161.519531,30295.806641
20688.781250,30249.132813
21086.792969,30145.888672
22676.552734,29856.562500
22777.625000,29913.923828
22720.416016,29792.015625
22934.431641,29908.744141
22636.468750,29771.802734
23117.859375,30084.539063
23032.777344,29176.916016
23078.728516,29227.390625
23031.089844,29354.972656
23774.566406,29210.689453
22840.138672,29319.246094
23139.283203,29356.917969
23723.769531,29275.308594
23471.871094,29230.111328
23449.322266,29675.732422
23331.847656,29151.958984
22955.666016,29178.679688
22760.109375,29074.091797
23264.291016,29042.126953
22939.398438,29041.855469
21819.039063,29180.578125
21651.183594,29765.492188
21870.875000,29561.494141
21788.203125,29429.591797
21808.101563,29397.714844
22220.804688,29415.964844
24307.841797,29282.914063
23623.474609,29408.443359
24565.601563,29170.347656
24641.277344,28701.779297
24327.642578,26664.550781
24829.148438,26049.556641
24436.353516,26096.205078
24188.843750,26189.583984
23947.492188,26124.140625
23198.126953,26031.656250
23175.375000,26431.640625
23561.212891,26162.373047
23522.871094,26047.667969
23147.353516,26008.462891
23646.550781,26089.693359
23475.466797,26106.150391
22362.679688,27727.392578
22353.349609,27297.265625
22435.513672,25931.472656
22429.757813,25800.724609
22219.769531,25868.798828
21718.080078,25969.566406
20363.021484,25812.416016
20187.244141,25779.982422
20632.410156,25753.236328
22163.949219,26240.195313
24197.533203,25905.654297
24746.074219,25895.677734
24375.960938,25832.226563
25052.789063,25162.654297
27423.929688,25833.343750
26965.878906,26228.324219
28038.675781,26539.673828
27767.236328,26608.693359
28175.816406,26568.281250
27307.437500,26534.187500
28333.972656,26754.281250
27493.285156,27211.117188
27494.707031,27132.007813
27994.330078,26567.632813
27139.888672,26579.568359
27268.130859,26579.390625
28348.441406,26256.826172
28033.562500,26298.480469
28478.484375,26217.250000
28411.035156,26352.716797
28199.308594,27021.546875
27790.220703,26911.720703
28168.089844,26967.916016
28177.984375,27983.750000
28044.140625,27530.785156
27925.859375,27429.978516
27947.794922,27799.394531
28333.050781,27415.912109
29652.980469,27946.597656
30235.058594,27968.839844
30139.052734,27935.089844
30399.066406,27583.677734
30485.699219,27391.019531
30318.496094,26873.320313
30315.355469,26756.798828
29445.044922,26862.375000
30397.552734,26861.707031
28822.679688,27159.652344
28245.988281,28519.466797
27276.910156,28415.748047
27817.500000,28328.341797
27591.384766,28719.806641
27525.339844,29682.949219
28307.597656,29918.412109
28422.701172,29993.896484
29473.787109,33086.234375
29340.261719,33901.527344
29248.488281,34502.820313
29268.806641,34156.648438
28091.568359,33909.800781
28680.537109,34089.574219
29006.308594,34538.480469
28847.710938,34502.363281
